company_id,year,return_on_equity_pct,debt_to_equity,revenue_cagr_5yr,operating_profit_margin_pct,free_cash_flow_cr,net_profit_margin_pct,asset_turnover,interest_coverage,earnings_per_share,book_value_per_share,broad_sector,cluster_id,cluster_name,return_on_equity_pct_z,debt_to_equity_z,revenue_cagr_5yr_z,operating_profit_margin_pct_z,free_cash_flow_cr_z,net_profit_margin_pct_z,asset_turnover_z,interest_coverage_z,earnings_per_share_z,book_value_per_share_z,is_outlier
ADANIGREEN,Mar 2024,12.812690665039659,6.595281675818589,0.0,79.3709327548807,-13347.0,13.665943600867678,0.10467043571055559,1.713943268078306,7.0,6.208333333333333,Energy,2,Defensive Dividend Payers,-0.4505688559900623,3.1463137135986092,,1.8384341867895886,-1.5845361037581838,-0.1880882163132313,-0.8931635185043676,-1.081316632166618,-0.9783983890624239,-0.6927479718019307,True
BAJAJHLDNG,Mar 2024,13.576787656460265,0.0011613545449517945,0.0,91.7743830787309,1469.0,432.7262044653349,0.026119918356071883,3764.5,653.0,488.7117117117117,Financials,3,Value Cyclicals,-0.42684172994596425,-1.1676101186902363,,1.0889633253038367,0.5569321911918667,4.493174391604838,-0.5701853726290762,3.5833283726828253,4.258383311792782,1.7754662863521529,True
BOSCHLTD,Mar 2024,20.639920424403183,0.003232758620689655,0.0,12.524660728164047,1536.0,14.886112273569676,0.9638144626908672,71.7843137254902,844.0,402.1333333333333,Consumer Discretionary,1,Emerging Growth,-0.29546521164352046,-0.6575280298780929,,-0.5475197406691625,-0.2394909597351116,0.5042149741299384,-0.2950301908942368,0.35933489279063496,3.063048573570598,0.9544743477252164,True
INDIGO,Mar 2024,892.568306010929,0.018579234972677595,0.0,76.29890862649484,9424.0,11.852722628584697,56.38625204582652,22.612639724849526,212.0,19.0625,Consumer Discretionary,0,High-Quality Compounders,3.6029637946835535,-0.6430170560708017,,2.136074843932363,0.4101004747952182,0.05247948370964686,3.6036811550792156,-0.5763427145499386,0.16847912158377204,-0.8924461531301651,True
PNB,Mar 2024,61.320565191187306,3.684256345007701,0.0,,-29445.0,8.395910695456838,1.5070262950629396,,8.0,57.434615384615384,Financials,0,High-Quality Compounders,3.3259924548704793,-0.2753855798835012,,,-0.35200261367159913,-0.35240648419914017,4.333204652522643,,-0.5396521967302906,-0.5022888399116421,True
TATAMOTORS,Mar 2024,37.45613415294755,1.2631244259167667,0.0,13.595385542828959,45133.0,7.263066074788551,1.1851234435931923,6.530242339274985,94.0,110.85900783289817,Consumer Discretionary,1,Emerging Growth,-0.2202792027239297,0.5337718206435833,,-0.5024640730772216,3.3508028753585486,-0.6310168675149826,-0.27946213087314054,-0.8823713257751455,-0.37196264318592015,-0.44986259554570285,True
