cluster_id,return_on_equity_pct,debt_to_equity,revenue_cagr_5yr,operating_profit_margin_pct,free_cash_flow_cr
0,69.49283329995973,0.3076808253524209,0.0,24.921057825143084,2994.0
1,13.56294790886726,0.21654107242947002,0.0,18.28989676764258,1010.0
2,14.33974005030719,8.249122739980766,0.0,41.753906568101414,7906.0
3,14.683950452408107,0.07181126141207247,0.0,85.09494448497861,4930.5
4,19.61923032263484,5.6071426040887555,0.0,32.98720688368436,-69594.0
